City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
293,rognan,67.0953,15.3878,274.29,95,100,3.08,NO,1675914459
294,birao,10.2849,22.7882,289.9,12,34,3.74,CF,1675914460
295,haines junction,60.7522,-137.5108,266.12,68,60,2.57,CA,1675914351
296,new waterford,40.8451,-80.6145,279.29,79,100,2.23,US,1675914460
297,sao mateus,-18.7161,-39.8589,296.78,88,100,2.44,BR,1675914461
298,manokwari,-0.8667,134.0833,298.34,83,100,0.26,ID,1675914461
299,husavik,66.0449,-17.3389,268.05,93,52,7.62,IS,1675914462
300,bilibino,68.0546,166.4372,231.65,98,66,0.64,RU,1675914462
301,puerto cabello,10.4731,-68.0125,297.39,86,55,4.19,VE,1675914463
302,kassala,15.451,36.4,290.06,79,15,4.92,SD,1675914463
303,panguna,-6.3164,155.4848,299.75,66,100,1.39,PG,1675914464
304,imeni morozova,59.9757,31.0376,275.17,1,100,5.26,RU,1675914464
305,westport,41.1415,-73.3579,279.78,66,0,0.45,US,1675914315
306,yarmouth,41.7057,-70.2286,278.23,67,0,4.02,US,1675914423
307,dunedin,-45.8742,170.5036,287.18,54,91,6.32,NZ,1675914465
308,kayan,16.9056,96.5631,297.23,23,12,2.19,MM,1675914465
309,garissa,-0.4536,39.6401,296.83,80,1,2.69,KE,1675914466
310,ambovombe,-25.1667,46.0833,297.16,81,100,2.24,MG,1675914466
311,imeni poliny osipenko,52.4201,136.4853,249.01,89,72,2.29,RU,1675914467
312,hilo,19.7297,-155.09,298.0,73,75,4.63,US,1675914453
313,arco,45.9177,10.8867,274.24,63,62,1.07,IT,1675914467
314,poum,-20.2333,164.0167,300.61,81,99,5.34,NC,1675914468
315,parabel,58.6978,81.4825,249.87,99,99,2.62,RU,1675914468
316,nurota,40.5614,65.6886,273.88,86,89,3.6,UZ,1675914469
317,laerdalsoyri,61.098,7.4816,275.41,96,100,3.37,NO,1675914469
318,mahebourg,-20.4081,57.7,300.51,83,75,5.14,MU,1675914469
319,inuvik,68.3499,-133.7218,246.63,69,100,1.03,CA,1675914470
320,rundu,-17.9333,19.7667,291.44,93,100,2.17,NA,1675914470
321,solnechnyy,50.7214,136.6319,253.97,80,74,2.03,RU,1675914471
322,potiskum,11.7091,11.0694,291.62,21,36,4.73,NG,1675914471
323,prince rupert,54.3161,-130.3201,277.98,86,100,14.92,CA,1675914472
324,port elizabeth,-33.918,25.5701,293.88,93,75,1.03,ZA,1675914472
325,aldan,58.6031,125.3894,250.75,86,75,1.04,RU,1675914473
326,palmer,42.1584,-72.3287,277.64,69,75,3.09,US,1675914473
327,sechura,-5.5569,-80.8222,297.72,74,75,3.9,PE,1675914473
328,guerrero negro,27.9769,-114.0611,289.16,54,16,0.58,MX,1675914474
329,kununurra,-15.7667,128.7333,308.14,49,10,4.63,AU,1675914474
330,grand gaube,-20.0064,57.6608,300.58,75,17,3.58,MU,1675914475
331,mhlume,-26.0333,31.85,294.5,99,100,1.52,SZ,1675914475
332,luba,3.4568,8.5547,300.09,84,89,1.5,GQ,1675914475
333,zavyalovo,54.5053,82.4484,251.0,100,99,0.52,RU,1675914476
334,tual,-5.6667,132.75,300.14,81,100,13.64,ID,1675914476
335,sioux lookout,50.1001,-91.917,273.19,64,100,3.09,CA,1675914477
336,tamworth,52.634,-1.6959,279.78,87,100,2.85,GB,1675914477
337,clyde river,70.4692,-68.5914,237.28,68,75,2.57,CA,1675914478
338,baraboo,43.4711,-89.7443,276.37,76,0,0.0,US,1675914478
339,east london,-33.0153,27.9116,292.67,94,100,1.03,ZA,1675914478
340,sadiqabad,28.3062,70.1307,292.71,27,16,4.98,PK,1675914268
341,pahrump,36.2083,-115.9839,285.51,36,0,0.89,US,1675914323
342,zambezi,-13.5432,23.1047,289.84,95,100,2.49,ZM,1675914479
343,floro,61.5996,5.0328,278.13,75,75,10.29,NO,1675914480
344,ikongo,-21.8833,47.4333,294.78,97,100,0.12,MG,1675914480
345,otradnoye,59.7775,30.8181,275.18,93,100,4.71,RU,1675914481
346,golden,39.7555,-105.2211,275.98,53,75,9.77,US,1675914400
347,pinega,64.7001,43.3936,269.96,91,97,6.2,RU,1675914481
348,mubende,0.5606,31.39,289.94,77,51,0.87,UG,1675914482
349,tiznit,29.5833,-9.5,281.84,62,1,0.86,MA,1675914483
350,rio grande,-32.035,-52.0986,297.67,81,89,8.13,BR,1675914325
351,maltahohe,-24.8333,16.9833,293.5,68,0,2.84,NA,1675914484
352,kaili,-3.4626,120.2147,298.64,73,99,1.46,ID,1675914484
353,bemidji,47.4736,-94.8803,274.2,75,75,1.54,US,1675914298
354,princeton,25.5384,-80.4089,297.16,81,20,5.14,US,1675914309
355,corralillo,22.9819,-80.5856,297.0,79,0,7.11,CU,1675914487
356,suluq,31.6682,20.2521,283.3,65,0,12.6,LY,1675914487
357,luwuk,-0.9516,122.7875,303.62,62,97,1.68,ID,1675914488
358,abalak,58.1286,68.5944,257.76,99,99,2.11,RU,1675914489
359,grand-santi,4.25,-54.3833,295.1,100,100,1.06,GF,1675914489
360,boston,42.3584,-71.0598,277.73,65,0,3.6,US,1675914039
361,kota belud,6.351,116.4305,303.81,57,5,2.1,MY,1675914490
362,amazar,53.858,120.875,257.93,85,100,1.05,RU,1675914491
363,petropavlovsk-kamchatskiy,53.0452,158.6483,264.48,49,40,2.0,RU,1675914278
364,bodden town,19.2833,-81.25,299.15,92,20,4.12,KY,1675914492
365,araouane,18.9048,-3.5265,292.36,21,6,5.29,ML,1675914492
366,celestun,20.8667,-90.4,299.12,64,58,5.91,MX,1675914493
367,jaszjakohalma,47.5204,19.9909,266.11,73,0,2.13,HU,1675914493
368,saint anthony,45.0205,-93.218,275.11,79,0,4.12,US,1675914306
369,emerald,-23.5333,148.1667,300.56,53,91,7.15,AU,1675914356
370,cutcut,15.4667,120.6667,302.86,49,99,2.74,PH,1675914495
371,hambantota,6.1241,81.1185,301.34,78,20,4.12,LK,1675914495
372,srednekolymsk,67.45,153.6833,240.27,96,100,2.89,RU,1675914496
373,khani,41.9563,42.9566,269.91,85,94,1.67,GE,1675914496
374,usinsk,65.9939,57.5281,268.28,94,100,7.26,RU,1675914201
375,rayong,12.8333,101.4333,305.84,52,9,2.86,TH,1675914313
376,santa rosa,14.3122,121.1114,303.21,63,100,6.88,PH,1675914497
377,savonlinna,61.8699,28.88,275.18,87,100,7.2,FI,1675914498
378,eganville,45.5334,-77.0994,268.99,93,95,2.25,CA,1675914499
379,springbok,-29.6643,17.8865,290.97,65,49,1.43,ZA,1675914499
380,iquitos,-3.7481,-73.2472,296.17,94,100,1.03,PE,1675914330
381,kumluca,36.3703,30.2869,277.85,36,10,2.97,TR,1675914501
382,punta alta,-38.8759,-62.0736,292.89,58,31,4.0,AR,1675914501
383,taseyevo,57.2169,94.8978,259.71,92,99,1.95,RU,1675914502
384,san quintin,30.4833,-115.95,287.6,51,4,4.01,MX,1675914502
385,morro bay,35.3658,-120.8499,286.34,73,32,3.16,US,1675914503
386,yerbogachen,61.2767,108.0108,255.86,94,100,1.65,RU,1675914359
387,mount isa,-20.7333,139.5,306.02,52,75,4.12,AU,1675914221
388,yulara,-25.2406,130.9889,311.83,12,5,2.54,AU,1675914290
389,parfenyevo,58.484,43.4088,260.22,100,100,1.59,RU,1675914504
390,kalashnikovo,57.2824,35.2262,270.29,97,93,1.76,RU,1675914505
391,kizukuri,40.8061,140.3861,271.77,60,100,9.77,JP,1675914506
392,bhatgaon,21.15,81.7,296.25,33,39,1.03,IN,1675914506
393,ust-nera,64.5667,143.2,237.58,95,87,0.69,RU,1675914507
394,muros,42.7762,-9.0603,279.17,85,0,4.33,ES,1675914507
395,gamba,-2.65,10.0,298.22,90,33,2.81,GA,1675914508
396,hofn,64.2539,-15.2082,268.58,47,0,7.03,IS,1675914508
397,jijiga,9.35,42.8,287.72,58,4,4.03,ET,1675914509
398,avera,33.194,-82.5271,289.01,79,100,3.42,US,1675914510
399,itabira,-19.6192,-43.2269,291.87,99,100,0.6,BR,1675914511
400,severo-kurilsk,50.6789,156.125,268.36,56,87,9.83,RU,1675914511
401,beloha,-25.1667,45.05,297.44,75,100,3.7,MG,1675914512
402,jackson,42.4165,-122.8345,281.96,76,45,1.16,US,1675914481
403,te anau,-45.4167,167.7167,288.98,38,41,1.38,NZ,1675914513
404,jodar,37.8406,-3.3526,278.98,86,8,2.25,ES,1675914514
405,port-gentil,-0.7193,8.7815,300.28,81,99,4.41,GA,1675914515
406,henties bay,-22.116,14.2845,290.95,88,89,2.23,NA,1675914515
407,port keats,-14.25,129.55,304.95,61,74,2.55,AU,1675914516
408,olafsvik,64.8945,-23.7142,268.72,60,100,9.69,IS,1675914264
409,asau,46.4333,26.4,257.75,87,10,2.17,RO,1675914516
410,kamenka,51.3223,42.7678,258.7,97,80,2.39,RU,1675914517
411,mandal,25.45,74.5667,293.96,24,1,2.57,IN,1675914517
412,evensk,61.95,159.2333,250.02,75,37,5.23,RU,1675914518
413,atikokan,48.7555,-91.6216,273.22,90,100,2.44,CA,1675914518
414,broome,42.2506,-75.833,276.36,66,0,2.57,US,1675914519
415,ewa beach,21.3156,-158.0072,299.12,58,0,6.17,US,1675914520
416,leh,34.1667,77.5833,261.83,83,99,1.19,IN,1675914520
417,sao joao da barra,-21.6403,-41.0511,295.95,92,100,3.83,BR,1675914479
418,mumford,5.2618,-0.759,298.72,89,100,3.39,GH,1675914521
419,the valley,18.217,-63.0578,298.2,74,35,10.75,AI,1675914521
420,tonekabon,36.8163,50.8738,277.12,94,100,3.35,IR,1675914521
421,nyurba,63.2842,118.3319,236.65,95,72,0.83,RU,1675914522
422,labuhan,-6.8844,112.2051,301.8,76,93,5.44,ID,1675914522
423,arlit,18.7369,7.3853,293.69,18,0,2.79,NE,1675914523
424,natal,-5.795,-35.2094,299.51,83,20,4.12,BR,1675914229
425,tankhoy,51.5528,105.1306,263.8,86,97,2.38,RU,1675914523
426,meadow lake,34.8014,-106.5436,278.86,49,3,3.3,US,1675914307
427,nanortalik,60.1432,-45.2371,269.76,87,100,3.97,GL,1675914235
428,camacha,33.0833,-16.3333,285.83,62,40,5.14,PT,1675914524
429,mao,39.8885,4.2658,280.46,81,20,1.03,ES,1675914525
430,saint-pierre,-21.3393,55.4781,299.97,57,0,1.03,RE,1675914525
431,port hardy,50.6996,-127.4199,277.25,93,100,11.32,CA,1675914307
432,ugoofaaru,5.6667,73.0,299.87,71,58,2.0,MV,1675914526
433,sale,34.0389,-6.8166,285.73,93,7,1.54,MA,1675914527
434,kruisfontein,-34.0033,24.7314,290.31,80,95,1.07,ZA,1675914527
435,labuan,5.2767,115.2417,303.35,66,20,1.54,MY,1675914528
436,villanueva,15.3167,-88.0,298.7,78,20,3.6,HN,1675914528
437,sitka,57.0531,-135.33,277.09,70,100,5.66,US,1675914529
438,amposta,40.7131,0.581,281.05,83,99,5.48,ES,1675914529
439,chimbote,-9.0853,-78.5783,295.11,86,9,2.26,PE,1675914152
440,new philadelphia,40.4898,-81.4457,279.77,78,75,1.54,US,1675914530
441,kudahuvadhoo,2.6708,72.8944,300.4,71,88,3.64,MV,1675914442
442,virtsu,58.5716,23.5115,274.81,78,84,10.8,EE,1675914531
443,jardim,-21.4803,-56.1381,295.56,91,32,0.73,BR,1675914531
444,bacolod,10.6667,122.95,302.05,66,92,7.56,PH,1675914532
445,port lincoln,-34.7333,135.8667,301.09,47,0,2.88,AU,1675914312
446,banyo,6.75,11.8167,292.2,22,43,1.55,CM,1675914533
447,doda,33.1333,75.5667,285.31,51,90,1.73,IN,1675914533
448,yendi,9.4427,-0.0099,299.5,21,48,0.58,GH,1675914534
449,hami,42.8,93.45,276.39,38,100,1.91,CN,1675914534
450,kirakira,-10.4544,161.9205,302.12,75,100,3.85,SB,1675914257
451,sarangani,5.4033,125.4636,300.27,72,97,2.38,PH,1675914535
452,goderich,43.7501,-81.7165,275.33,80,97,1.54,CA,1675914308
453,la rioja,42.25,-2.5,269.03,84,40,2.46,ES,1675914536
454,vucje,42.8653,21.9114,265.79,84,9,0.43,RS,1675914537
455,fayetteville,35.0527,-78.8784,289.2,81,0,1.54,US,1675914537
456,nome,64.5011,-165.4064,255.19,78,100,3.09,US,1675914538
457,omboue,-1.5746,9.2618,298.67,89,75,2.66,GA,1675914538
458,kerur,16.0167,75.5667,299.25,37,88,3.03,IN,1675914539
459,piacabucu,-10.4056,-36.4344,297.82,79,79,2.37,BR,1675914539
460,platteville,42.7342,-90.4785,276.0,80,0,3.6,US,1675914470
461,uruzgan,32.8333,66.0,279.34,77,57,0.86,AF,1675914540
462,tacuati,-23.45,-56.5833,296.86,70,0,1.58,PY,1675914540
463,suhut,38.5311,30.5458,262.66,99,90,1.5,TR,1675914541
464,chernyshevskiy,63.0128,112.4714,240.44,95,100,1.34,RU,1675914541
465,chadiza,-14.0678,32.4392,290.39,98,64,1.77,ZM,1675914542
466,monchegorsk,67.9397,32.8739,273.72,89,100,8.24,RU,1675914542
467,mount pleasant,32.7941,-79.8626,288.23,94,0,0.0,US,1675914543
468,mujiayingzi,42.1167,118.7833,271.56,46,100,3.81,CN,1675914543
469,chicama,-7.8447,-79.1469,294.45,78,50,1.95,PE,1675914544
470,amarante do maranhao,-5.5667,-46.7422,294.19,95,57,1.43,BR,1675914545
471,lebedinyy,58.5167,125.5167,250.12,82,67,1.64,RU,1675914545
472,erdenet,49.0333,104.0833,261.12,76,80,1.21,MN,1675914546
473,patti,31.2808,74.8572,286.19,42,66,0.97,IN,1675914473
474,bud,39.447,-86.1758,281.12,96,100,4.31,US,1675914547
475,muzaffarabad,34.37,73.4711,284.27,65,100,2.57,PK,1675914548
476,pastavy,55.1168,26.8326,267.21,96,90,3.31,BY,1675914549
477,baculin,7.4525,126.5842,301.56,70,99,4.16,PH,1675914549
478,bengkulu,-3.8004,102.2655,301.67,63,96,2.2,ID,1675914550
479,viedma,-40.8135,-62.9967,291.57,68,61,4.36,AR,1675914551
480,khandyga,62.6667,135.6,237.02,92,86,0.53,RU,1675914551
481,ostrovnoy,68.0531,39.5131,273.31,85,100,17.88,RU,1675914283
482,pandamatenga,-18.5278,25.627,290.63,95,74,1.15,BW,1675914552
483,concarneau,47.875,-3.9225,276.59,76,86,0.79,FR,1675914553
484,alanya,36.5438,31.9998,279.22,45,0,3.72,TR,1675914554
485,cagliari,39.245,9.0912,279.23,81,0,3.09,IT,1675914554
486,baruun-urt,46.6806,113.2792,264.15,79,100,4.38,MN,1675914555
487,menongue,-14.6585,17.691,289.31,92,99,1.62,AO,1675914555
488,wuda,39.4994,106.7117,273.2,60,8,0.69,CN,1675914556
489,ende,-8.8432,121.6623,302.3,73,82,1.15,ID,1675914556
490,vogan,6.3333,1.5333,300.05,88,59,2.79,TG,1675914557
491,otaru,43.1894,141.0022,269.03,82,100,9.62,JP,1675914557
492,molteno,-31.3968,26.3625,285.75,92,100,3.37,ZA,1675914558
493,san carlos de bariloche,-41.1456,-71.3082,291.01,55,0,5.66,AR,1675914558
494,amudat,1.95,34.95,292.66,52,10,1.39,UG,1675914559
495,san vicente,-26.6167,-54.1333,293.86,47,52,0.98,AR,1675914560
496,sur,22.5667,59.5289,297.65,56,8,3.46,OM,1675914560
497,saint-francois,46.4154,3.9054,267.41,93,3,0.0,FR,1675914561
498,the pas,53.8251,-101.2541,262.16,67,0,5.66,CA,1675914418
499,constitucion,-35.3333,-72.4167,288.98,73,12,4.81,CL,1675914562
500,nantucket,41.2835,-70.0995,278.23,67,0,4.63,US,1675914372
501,oranjestad,12.524,-70.027,299.12,81,20,7.72,AW,1675914563
502,kenai,60.5544,-151.2583,267.67,79,40,1.54,US,1675914563
503,ahipara,-35.1667,173.1667,294.0,56,27,4.47,NZ,1675914564
504,abu dhabi,24.4667,54.3667,294.16,59,0,7.2,AE,1675914282
505,saldanha,-33.0117,17.9442,291.61,79,20,3.57,ZA,1675914565
506,davila,18.4726,120.5763,302.14,62,18,2.55,PH,1675914565
507,hovd,48.0056,91.6419,259.26,73,97,1.29,MN,1675914566
508,jagalur,14.5333,76.35,299.0,44,35,3.71,IN,1675914566
509,biak,-0.9131,122.8766,302.25,61,96,0.95,ID,1675914567
510,grindavik,63.8424,-22.4338,269.12,74,75,10.8,IS,1675914567
511,tarnos,43.5417,-1.4628,276.23,93,0,1.54,FR,1675914568
512,berdigestyakh,62.0989,126.6992,240.21,93,66,1.15,RU,1675914502
513,puerto carreno,6.189,-67.4859,299.41,60,43,2.92,CO,1675914570
514,standerton,-26.9337,29.2415,290.16,98,100,1.99,ZA,1675914570
515,udachnyy,66.4167,112.4,238.95,66,95,2.26,RU,1675914570
516,shimoda,34.6667,138.95,284.35,54,96,5.68,JP,1675914571
517,namatanai,-3.6667,152.4333,301.4,72,98,3.14,PG,1675914571
518,ambulu,-8.345,113.6058,302.76,67,90,1.26,ID,1675914572
519,ulladulla,-35.35,150.4667,294.68,88,100,5.57,AU,1675914573
520,nador,35.174,-2.9287,287.29,72,100,3.6,MA,1675914573
521,quime,-16.9833,-67.2167,281.98,93,98,0.61,BO,1675914574
522,hansot,21.5833,72.8,298.31,25,17,2.75,IN,1675914575
523,asfi,32.2994,-9.2372,286.32,78,29,4.54,MA,1675914575
524,scarborough,54.2797,-0.4044,278.11,83,100,0.45,GB,1675914415
525,touros,-5.1989,-35.4608,299.16,81,13,5.0,BR,1675914545
526,dubrovnik,42.6481,18.0922,274.95,32,0,9.77,HR,1675914576
527,boyabat,41.4689,34.7667,268.65,90,83,1.72,TR,1675914577
528,opuwo,-18.0607,13.84,290.81,42,51,1.66,NA,1675914577
529,susanville,40.4163,-120.653,275.06,75,0,2.06,US,1675914578
530,halmstad,56.6745,12.8568,274.26,75,100,8.23,SE,1675914578
531,mancio lima,-7.6142,-72.8958,295.16,99,97,1.28,BR,1675914579
532,villa bruzual,9.3328,-69.1208,298.34,66,87,3.39,VE,1675914579
533,pauini,-7.7136,-66.9764,296.27,98,99,0.47,BR,1675914580
534,marzuq,14.4,46.4667,291.08,27,55,0.23,YE,1675914580
535,vohibinany,-17.35,49.0333,295.85,97,92,0.52,MG,1675914581
536,lexington,37.9887,-84.4777,287.15,82,100,5.14,US,1675914500
537,jurbarkas,55.0778,22.7664,271.52,88,100,4.01,LT,1675914581
538,nhulunbuy,-12.2333,136.7667,305.49,70,40,1.54,AU,1675914582
539,collecchio,44.754,10.2184,273.23,75,92,0.6,IT,1675914582
540,tommot,58.9564,126.2925,250.77,92,89,0.08,RU,1675914583
541,margate,51.3813,1.3862,276.31,91,95,4.86,GB,1675914583
542,pevek,69.7008,170.3133,238.68,100,100,3.05,RU,1675914350
543,bridlington,54.0831,-0.1919,278.31,82,100,4.11,GB,1675914431
544,portland,45.5234,-122.6762,281.54,80,75,1.79,US,1675914506
545,lake city,30.1897,-82.6393,291.99,82,0,1.54,US,1675914464
546,bassar,9.25,0.7833,296.44,21,95,1.89,TG,1675914585
547,mulchen,-37.7167,-72.2333,291.22,62,0,3.2,CL,1675914586
548,kastrakion,39.7156,21.6181,271.72,64,85,0.2,GR,1675914586
549,bonthe,7.5264,-12.505,297.97,84,79,1.31,SL,1675914587
550,seoul,37.5683,126.9778,279.93,29,0,3.6,KR,1675914421
551,pantai remis,4.4557,100.6288,301.16,76,100,2.47,MY,1675914587
552,derbent,42.0678,48.2899,271.32,92,100,7.88,RU,1675914588
553,bumba,2.1833,22.4667,291.51,46,8,1.21,CD,1675914588
554,sola,-13.8833,167.55,304.52,70,75,1.54,VU,1675914589
555,shengjin,41.8136,19.5939,273.55,47,43,4.81,AL,1675914589
556,tigil,57.8,158.6667,254.27,92,100,1.8,RU,1675914333
557,hammerfest,70.6634,23.6821,272.4,100,75,3.6,NO,1675914590
558,coquimbo,-29.9533,-71.3436,290.0,94,20,3.09,CL,1675914539
559,neuquen,-38.9516,-68.0591,301.09,36,0,1.03,AR,1675914590
560,dunda,-8.1167,34.25,290.58,97,100,1.5,TZ,1675914591
561,zhanaozen,43.3,52.8,269.59,54,93,7.36,KZ,1675914591
562,porto walter,-8.2686,-72.7439,295.5,99,100,1.09,BR,1675914592
563,nanakuli,21.3906,-158.1547,299.12,51,0,6.17,US,1675914468
564,puerto suarez,-18.95,-57.8,297.78,82,67,1.03,BO,1675914593
565,vrangel,42.7297,133.0839,268.46,41,3,2.68,RU,1675914593
566,caucaia,-3.7361,-38.6531,300.39,73,40,3.6,BR,1675914593
567,bintulu,3.1667,113.0333,303.38,66,20,1.54,MY,1675914594
568,sistranda,63.7256,8.834,275.13,90,100,13.08,NO,1675914594
569,sinnamary,5.3833,-52.95,297.14,90,99,4.73,GF,1675914595
570,severnoye,56.3491,78.3619,249.65,100,100,2.06,RU,1675914595
571,prainha,-1.8,-53.48,296.45,96,100,1.07,BR,1675914596
572,porto novo,6.4965,2.6036,301.05,90,63,0.91,BJ,1675914596
573,windhoek,-22.5594,17.0832,290.43,83,55,1.99,NA,1675914597
574,siilinjarvi,63.0833,27.6667,274.16,93,100,7.2,FI,1675914597
575,tabou,4.423,-7.3528,298.0,89,88,0.64,CI,1675914598
576,bowen,-20.0167,148.2333,302.79,65,98,7.9,AU,1675914598
577,tabriz,38.08,46.2919,271.85,59,75,5.14,IR,1675914568
578,bar harbor,44.3876,-68.2039,275.32,63,0,6.26,US,1675914599
579,cowra,-33.8333,148.6833,302.46,39,71,4.5,AU,1675914599
580,saint-joseph,-21.3667,55.6167,299.36,79,62,4.01,RE,1675914600
581,blagoyevo,63.3667,47.9167,267.81,87,59,4.88,RU,1675914600
582,rosa zarate,0.3333,-79.4667,296.2,94,35,0.71,EC,1675914601
583,tucurui,-3.7661,-49.6725,295.63,98,100,0.99,BR,1675914601
584,inhambane,-23.865,35.3833,298.62,88,55,2.36,MZ,1675914603
585,taltal,-25.4,-70.4833,293.73,83,34,0.91,CL,1675914604
586,aquiraz,-3.9014,-38.3911,300.47,81,73,3.46,BR,1675914605
587,vikhorevka,56.1201,101.1636,261.92,93,100,0.27,RU,1675914605
